Sending data to stream
START
48.332,52.3671
53.2334,52.886
61.422,62.6206
63.7039,73.4384
66.7392,81.8273
77.8326,77.4085
87.3283,73.3785
95.7054,93.1063
92.3846,93.2638
96.7019,88.1051
85.928,91.189
93.6442,91.2173
92.2056,106.419
98.094,101.366
94.9091,100.601
103.096,96.2931
92.7891,108.017
96.5592,94.3084
85.1753,87.3168
83.0762,88.4765
77.3062,80.436
76.368,76.8624
80.2248,72.6851
62.7897,61.7151
56.9449,61.567
64.268,58.2349
53.7559,41.2228
41.6089,42.8027
36.3395,35.0597
41.7401,31.8228
28.6382,28.5378
17.7545,14.9351
11.5039,23.3532
19.4251,12.4723
6.14822,4.10609
-1.65544,4.46649
0.133793,-6.06097
6.91103,-3.63811
1.50297,-7.4689
-7.24152,-1.3214
1.17704,-2.12459
10.8618,0.455806
2.54078,3.47942
12.1081,5.24279
12.7284,3.82042
14.1344,6.39065
20.034,22.2874
24.2843,25.5296
30.2407,31.8579
39.7527,38.5105
END
